source,region_id,offset,cutoff_year,max_publication_year,temporal_lock_pass
OpenAlex,PV_0096_C1,1,2018,2018.0,True
OpenAlex,PV_0096_C2,5,2014,2014.0,True
OpenAlex,PV_0096_C2,3,2016,2016.0,True
OpenAlex,PV_0096_C2,1,2018,2018.0,True
OpenAlex,PV_0097_P,5,2014,2014.0,True
OpenAlex,PV_0097_P,3,2016,2016.0,True
OpenAlex,PV_0097_P,1,2018,2018.0,True
OpenAlex,PV_0097_C1,5,2014,2014.0,True
OpenAlex,PV_0097_C1,3,2016,2016.0,True
OpenAlex,PV_0097_C1,1,2018,2018.0,True
OpenAlex,PV_0097_C2,5,2014,2014.0,True
OpenAlex,PV_0097_C2,3,2016,2016.0,True
OpenAlex,PV_0097_C2,1,2018,2018.0,True
OpenAlex,PV_0098_P,5,2014,2014.0,True
OpenAlex,PV_0098_P,3,2016,2016.0,True
OpenAlex,PV_0098_P,1,2018,2018.0,True
OpenAlex,PV_0098_C1,5,2014,2014.0,True
OpenAlex,PV_0098_C1,3,2016,2016.0,True
OpenAlex,PV_0098_C1,1,2018,2018.0,True
OpenAlex,PV_0098_C2,5,2014,2014.0,True
OpenAlex,PV_0098_C2,3,2016,2016.0,True
OpenAlex,PV_0098_C2,1,2018,2018.0,True
OpenAlex,PV_0099_P,5,2014,2014.0,True
OpenAlex,PV_0099_P,3,2016,2016.0,True
OpenAlex,PV_0099_P,1,2018,2018.0,True
OpenAlex,PV_0099_C1,5,2014,2014.0,True
OpenAlex,PV_0099_C1,3,2016,2016.0,True
OpenAlex,PV_0099_C1,1,2018,2018.0,True
OpenAlex,PV_0099_C2,5,2014,2014.0,True
OpenAlex,PV_0099_C2,3,2016,2016.0,True
OpenAlex,PV_0099_C2,1,2018,2018.0,True
OpenAlex,PV_0100_P,5,2014,2014.0,True
OpenAlex,PV_0100_P,3,2016,2016.0,True
OpenAlex,PV_0100_P,1,2018,2018.0,True
OpenAlex,PV_0100_C1,5,2014,2014.0,True
OpenAlex,PV_0100_C1,3,2016,2016.0,True
OpenAlex,PV_0100_C1,1,2018,2018.0,True
OpenAlex,PV_0100_C2,5,2014,2014.0,True
OpenAlex,PV_0100_C2,3,2016,2016.0,True
OpenAlex,PV_0100_C2,1,2018,2018.0,True
OpenAlex,PV_0101_P,5,2014,2014.0,True
OpenAlex,PV_0101_P,3,2016,2016.0,True
OpenAlex,PV_0101_P,1,2018,2018.0,True
OpenAlex,PV_0101_C1,5,2014,2014.0,True
OpenAlex,PV_0101_C1,3,2016,2016.0,True
OpenAlex,PV_0101_C1,1,2018,2018.0,True
OpenAlex,PV_0101_C2,5,2014,2014.0,True
OpenAlex,PV_0101_C2,3,2016,2016.0,True
OpenAlex,PV_0101_C2,1,2018,2018.0,True
OpenAlex,PV_0102_P,5,2014,2014.0,True
OpenAlex,PV_0102_P,3,2016,2016.0,True
OpenAlex,PV_0102_P,1,2018,2018.0,True
OpenAlex,PV_0102_C1,5,2014,2014.0,True
OpenAlex,PV_0102_C1,3,2016,2016.0,True
OpenAlex,PV_0102_C1,1,2018,2018.0,True
OpenAlex,PV_0102_C2,5,2014,2014.0,True
OpenAlex,PV_0102_C2,3,2016,2016.0,True
OpenAlex,PV_0102_C2,1,2018,2018.0,True
OpenAlex,PV_0103_P,5,2014,2014.0,True
OpenAlex,PV_0103_P,3,2016,2016.0,True
OpenAlex,PV_0103_P,1,2018,2018.0,True
OpenAlex,PV_0103_C1,5,2014,2014.0,True
OpenAlex,PV_0103_C1,3,2016,2016.0,True
OpenAlex,PV_0103_C1,1,2018,2018.0,True
OpenAlex,PV_0103_C2,5,2014,2014.0,True
OpenAlex,PV_0103_C2,3,2016,2016.0,True
OpenAlex,PV_0103_C2,1,2018,2018.0,True
OpenAlex,PV_0104_P,5,2014,2014.0,True
OpenAlex,PV_0104_P,3,2016,2016.0,True
OpenAlex,PV_0104_P,1,2018,2018.0,True
OpenAlex,PV_0104_C1,5,2014,2014.0,True
OpenAlex,PV_0104_C1,3,2016,2016.0,True
OpenAlex,PV_0104_C1,1,2018,2018.0,True
OpenAlex,PV_0104_C2,5,2014,2014.0,True
OpenAlex,PV_0104_C2,3,2016,2016.0,True
OpenAlex,PV_0104_C2,1,2018,2018.0,True
OpenAlex,PV_0105_P,5,2014,2014.0,True
OpenAlex,PV_0105_P,3,2016,2016.0,True
OpenAlex,PV_0105_P,1,2018,2018.0,True
OpenAlex,PV_0105_C1,5,2014,2014.0,True
OpenAlex,PV_0105_C1,3,2016,2016.0,True
OpenAlex,PV_0105_C1,1,2018,2018.0,True
OpenAlex,PV_0105_C2,5,2014,2014.0,True
OpenAlex,PV_0105_C2,3,2016,2016.0,True
OpenAlex,PV_0105_C2,1,2018,2018.0,True
OpenAlex,PV_0106_P,5,2014,2014.0,True
OpenAlex,PV_0106_P,3,2016,2016.0,True
OpenAlex,PV_0106_P,1,2018,2018.0,True
OpenAlex,PV_0106_C1,5,2014,2014.0,True
OpenAlex,PV_0106_C1,3,2016,2016.0,True
OpenAlex,PV_0106_C1,1,2018,2018.0,True
OpenAlex,PV_0106_C2,5,2014,2014.0,True
OpenAlex,PV_0106_C2,3,2016,2016.0,True
OpenAlex,PV_0106_C2,1,2018,2018.0,True
OpenAlex,PV_0107_P,5,2014,2014.0,True
OpenAlex,PV_0107_P,3,2016,2016.0,True
OpenAlex,PV_0107_P,1,2018,2018.0,True
OpenAlex,PV_0107_C1,5,2014,2014.0,True
OpenAlex,PV_0107_C1,3,2016,2016.0,True
OpenAlex,PV_0107_C1,1,2018,2018.0,True
OpenAlex,PV_0107_C2,5,2014,2014.0,True
OpenAlex,PV_0107_C2,3,2016,2016.0,True
OpenAlex,PV_0107_C2,1,2018,2018.0,True
OpenAlex,PV_0108_P,5,2014,2014.0,True
OpenAlex,PV_0108_P,3,2016,2016.0,True
OpenAlex,PV_0108_P,1,2018,2018.0,True
OpenAlex,PV_0108_C1,5,2014,2014.0,True
OpenAlex,PV_0108_C1,3,2016,2016.0,True
OpenAlex,PV_0108_C1,1,2018,2018.0,True
OpenAlex,PV_0108_C2,5,2014,2014.0,True
OpenAlex,PV_0108_C2,3,2016,2016.0,True
OpenAlex,PV_0108_C2,1,2018,2018.0,True
OpenAlex,PV_0109_P,5,2014,2014.0,True
OpenAlex,PV_0109_P,3,2016,2016.0,True
OpenAlex,PV_0109_P,1,2018,2018.0,True
OpenAlex,PV_0109_C1,5,2014,2014.0,True
OpenAlex,PV_0109_C1,3,2016,2016.0,True
OpenAlex,PV_0109_C1,1,2018,2018.0,True
OpenAlex,PV_0109_C2,5,2014,2014.0,True
OpenAlex,PV_0109_C2,3,2016,2016.0,True
OpenAlex,PV_0109_C2,1,2018,2018.0,True
OpenAlex,PV_0110_P,5,2014,2014.0,True
OpenAlex,PV_0110_P,3,2016,2016.0,True
OpenAlex,PV_0110_P,1,2018,2018.0,True
OpenAlex,PV_0110_C1,5,2014,2014.0,True
OpenAlex,PV_0110_C1,3,2016,2016.0,True
OpenAlex,PV_0110_C1,1,2018,2018.0,True
OpenAlex,PV_0110_C2,5,2014,2014.0,True
OpenAlex,PV_0110_C2,3,2016,2016.0,True
OpenAlex,PV_0110_C2,1,2018,2018.0,True
OpenAlex,PV_0111_P,5,2014,2014.0,True
OpenAlex,PV_0111_P,3,2016,2016.0,True
OpenAlex,PV_0111_P,1,2018,2018.0,True
OpenAlex,PV_0111_C1,5,2014,2014.0,True
OpenAlex,PV_0111_C1,3,2016,2016.0,True
OpenAlex,PV_0111_C1,1,2018,2018.0,True
OpenAlex,PV_0111_C2,5,2014,2014.0,True
OpenAlex,PV_0111_C2,3,2016,2016.0,True
OpenAlex,PV_0111_C2,1,2018,2018.0,True
OpenAlex,PV_0112_P,5,2014,2014.0,True
OpenAlex,PV_0112_P,3,2016,2016.0,True
OpenAlex,PV_0112_P,1,2018,2018.0,True
OpenAlex,PV_0112_C1,5,2014,2014.0,True
OpenAlex,PV_0112_C1,3,2016,2016.0,True
OpenAlex,PV_0112_C1,1,2018,2018.0,True
OpenAlex,PV_0112_C2,5,2014,2014.0,True
OpenAlex,PV_0112_C2,3,2016,2016.0,True
OpenAlex,PV_0112_C2,1,2018,2018.0,True
OpenAlex,PV_0113_P,5,2014,2014.0,True
OpenAlex,PV_0113_P,3,2016,2016.0,True
OpenAlex,PV_0113_P,1,2018,2018.0,True
OpenAlex,PV_0113_C1,5,2014,2014.0,True
OpenAlex,PV_0113_C1,3,2016,2016.0,True
OpenAlex,PV_0113_C1,1,2018,2018.0,True
OpenAlex,PV_0113_C2,5,2014,2014.0,True
OpenAlex,PV_0113_C2,3,2016,2016.0,True
OpenAlex,PV_0113_C2,1,2018,2018.0,True
OpenAlex,PV_0114_P,5,2014,2014.0,True
OpenAlex,PV_0114_P,3,2016,2016.0,True
OpenAlex,PV_0114_P,1,2018,2018.0,True
OpenAlex,PV_0114_C1,5,2014,2014.0,True
OpenAlex,PV_0114_C1,3,2016,2016.0,True
OpenAlex,PV_0114_C1,1,2018,2018.0,True
OpenAlex,PV_0114_C2,5,2014,2014.0,True
OpenAlex,PV_0114_C2,3,2016,2016.0,True
OpenAlex,PV_0114_C2,1,2018,2018.0,True
OpenAlex,PV_0115_P,5,2014,2014.0,True
OpenAlex,PV_0115_P,3,2016,2016.0,True
OpenAlex,PV_0115_P,1,2018,2018.0,True
OpenAlex,PV_0115_C1,5,2014,2014.0,True
OpenAlex,PV_0115_C1,3,2016,2016.0,True
OpenAlex,PV_0115_C1,1,2018,2018.0,True
OpenAlex,PV_0115_C2,5,2014,2014.0,True
OpenAlex,PV_0115_C2,3,2016,2016.0,True
OpenAlex,PV_0115_C2,1,2018,2018.0,True
OpenAlex,PV_0116_P,5,2014,2014.0,True
OpenAlex,PV_0116_P,3,2016,2016.0,True
OpenAlex,PV_0116_P,1,2018,2018.0,True
OpenAlex,PV_0116_C1,5,2014,2014.0,True
OpenAlex,PV_0116_C1,3,2016,2016.0,True
OpenAlex,PV_0116_C1,1,2018,2018.0,True
OpenAlex,PV_0116_C2,5,2014,2014.0,True
OpenAlex,PV_0116_C2,3,2016,2016.0,True
OpenAlex,PV_0116_C2,1,2018,2018.0,True
OpenAlex,PV_0117_P,5,2014,2014.0,True
OpenAlex,PV_0117_P,3,2016,2016.0,True
OpenAlex,PV_0117_P,1,2018,2018.0,True
OpenAlex,PV_0117_C1,5,2014,2014.0,True
OpenAlex,PV_0117_C1,3,2016,2016.0,True
OpenAlex,PV_0117_C1,1,2018,2018.0,True
OpenAlex,PV_0117_C2,5,2014,2014.0,True
OpenAlex,PV_0117_C2,3,2016,2016.0,True
OpenAlex,PV_0117_C2,1,2018,2018.0,True
OpenAlex,PV_0118_P,5,2014,2014.0,True
OpenAlex,PV_0118_P,3,2016,2016.0,True
OpenAlex,PV_0118_P,1,2018,2018.0,True
OpenAlex,PV_0118_C1,5,2014,2014.0,True
OpenAlex,PV_0118_C1,3,2016,2016.0,True
OpenAlex,PV_0118_C1,1,2018,2018.0,True
OpenAlex,PV_0118_C2,5,2014,2014.0,True
OpenAlex,PV_0118_C2,3,2016,2016.0,True
OpenAlex,PV_0118_C2,1,2018,2018.0,True
OpenAlex,PV_0119_P,5,2014,2014.0,True
OpenAlex,PV_0119_P,3,2016,2016.0,True
OpenAlex,PV_0119_P,1,2018,2018.0,True
OpenAlex,PV_0119_C1,5,2014,2014.0,True
OpenAlex,PV_0119_C1,3,2016,2016.0,True
OpenAlex,PV_0119_C1,1,2018,2018.0,True
OpenAlex,PV_0119_C2,5,2014,2014.0,True
OpenAlex,PV_0119_C2,3,2016,2016.0,True
OpenAlex,PV_0119_C2,1,2018,2018.0,True
PubMed,PV_0001_P,5,2014,,True
PubMed,PV_0001_P,3,2016,,True
PubMed,PV_0001_P,1,2018,2018.0,True
PubMed,PV_0001_C1,5,2014,,True
PubMed,PV_0001_C1,3,2016,2016.0,True
PubMed,PV_0001_C1,1,2018,2017.0,True
PubMed,PV_0001_C2,5,2014,2014.0,True
PubMed,PV_0001_C2,3,2016,2016.0,True
PubMed,PV_0001_C2,1,2018,2018.0,True
PubMed,PV_0003_C1,5,2014,,True
PubMed,PV_0003_C1,3,2016,,True
PubMed,PV_0003_C1,1,2018,,True
PubMed,PV_0003_C2,5,2014,2012.0,True
PubMed,PV_0003_C2,3,2016,2016.0,True
PubMed,PV_0003_C2,1,2018,2016.0,True
PubMed,PV_0006_P,5,2014,,True
PubMed,PV_0006_P,3,2016,,True
PubMed,PV_0006_P,1,2018,2018.0,True
PubMed,PV_0006_C1,5,2014,,True
PubMed,PV_0006_C1,3,2016,,True
PubMed,PV_0006_C1,1,2018,,True
PubMed,PV_0006_C2,5,2014,,True
PubMed,PV_0006_C2,3,2016,,True
PubMed,PV_0006_C2,1,2018,2018.0,True
PubMed,PV_0009_P,5,2014,2014.0,True
PubMed,PV_0009_P,3,2016,2016.0,True
PubMed,PV_0009_P,1,2018,2018.0,True
PubMed,PV_0009_C1,5,2014,2012.0,True
PubMed,PV_0009_C1,3,2016,2012.0,True
PubMed,PV_0009_C1,1,2018,2012.0,True
PubMed,PV_0009_C2,5,2014,,True
PubMed,PV_0009_C2,3,2016,,True
PubMed,PV_0009_C2,1,2018,2018.0,True
PubMed,PV_0012_P,5,2014,,True
PubMed,PV_0012_P,3,2016,2016.0,True
PubMed,PV_0012_P,1,2018,2018.0,True
PubMed,PV_0012_C1,5,2014,,True
PubMed,PV_0012_C1,3,2016,,True
PubMed,PV_0012_C1,1,2018,2018.0,True
PubMed,PV_0012_C2,5,2014,2014.0,True
PubMed,PV_0012_C2,3,2016,2016.0,True
PubMed,PV_0012_C2,1,2018,2018.0,True
PubMed,PV_0015_P,5,2014,,True
PubMed,PV_0015_P,3,2016,,True
PubMed,PV_0015_P,1,2018,2018.0,True
PubMed,PV_0015_C1,5,2014,,True
PubMed,PV_0015_C1,3,2016,,True
PubMed,PV_0015_C1,1,2018,2018.0,True
PubMed,PV_0015_C2,5,2014,,True
PubMed,PV_0015_C2,3,2016,,True
PubMed,PV_0015_C2,1,2018,,True
PubMed,PV_0018_P,5,2014,,True
PubMed,PV_0018_P,3,2016,,True
PubMed,PV_0018_P,1,2018,2018.0,True
PubMed,PV_0018_C1,5,2014,2014.0,True
PubMed,PV_0018_C1,3,2016,2016.0,True
PubMed,PV_0018_C1,1,2018,2018.0,True
PubMed,PV_0018_C2,5,2014,2014.0,True
PubMed,PV_0018_C2,3,2016,2016.0,True
PubMed,PV_0018_C2,1,2018,2018.0,True
PubMed,PV_0023_P,5,2014,,True
PubMed,PV_0023_P,3,2016,2016.0,True
PubMed,PV_0023_P,1,2018,2018.0,True
PubMed,PV_0023_C1,5,2014,,True
PubMed,PV_0023_C1,3,2016,,True
PubMed,PV_0023_C1,1,2018,2018.0,True
PubMed,PV_0023_C2,5,2014,,True
PubMed,PV_0023_C2,3,2016,,True
PubMed,PV_0023_C2,1,2018,2018.0,True
PubMed,PV_0024_P,5,2014,,True
PubMed,PV_0024_P,3,2016,,True
PubMed,PV_0024_P,1,2018,,True
PubMed,PV_0024_C1,5,2014,,True
PubMed,PV_0024_C1,3,2016,,True
PubMed,PV_0024_C1,1,2018,2018.0,True
PubMed,PV_0024_C2,5,2014,2014.0,True
PubMed,PV_0024_C2,3,2016,2016.0,True
PubMed,PV_0024_C2,1,2018,2018.0,True
PubMed,PV_0028_P,5,2014,,True
PubMed,PV_0028_P,3,2016,,True
PubMed,PV_0028_P,1,2018,2018.0,True
PubMed,PV_0028_C1,5,2014,2014.0,True
PubMed,PV_0028_C1,3,2016,2016.0,True
PubMed,PV_0028_C1,1,2018,2018.0,True
PubMed,PV_0028_C2,5,2014,,True
PubMed,PV_0028_C2,3,2016,,True
PubMed,PV_0028_C2,1,2018,,True
PubMed,PV_0030_P,5,2014,2014.0,True
PubMed,PV_0030_P,3,2016,2016.0,True
PubMed,PV_0030_P,1,2018,2018.0,True
PubMed,PV_0030_C1,5,2014,2013.0,True
PubMed,PV_0030_C1,3,2016,2016.0,True
PubMed,PV_0030_C1,1,2018,2018.0,True
PubMed,PV_0030_C2,5,2014,2014.0,True
PubMed,PV_0030_C2,3,2016,2016.0,True
PubMed,PV_0030_C2,1,2018,2018.0,True
PubMed,PV_0033_P,5,2014,,True
PubMed,PV_0033_P,3,2016,,True
PubMed,PV_0033_P,1,2018,,True
PubMed,PV_0033_C1,5,2014,,True
PubMed,PV_0033_C1,3,2016,,True
PubMed,PV_0033_C1,1,2018,2018.0,True
PubMed,PV_0033_C2,5,2014,2011.0,True
PubMed,PV_0033_C2,3,2016,2016.0,True
PubMed,PV_0033_C2,1,2018,2018.0,True
PubMed,PV_0036_P,5,2014,2010.0,True
PubMed,PV_0036_P,3,2016,2010.0,True
PubMed,PV_0036_P,1,2018,2017.0,True
PubMed,PV_0036_C1,5,2014,2014.0,True
PubMed,PV_0036_C1,3,2016,2016.0,True
PubMed,PV_0036_C1,1,2018,2018.0,True
PubMed,PV_0036_C2,5,2014,,True
PubMed,PV_0036_C2,3,2016,2016.0,True
PubMed,PV_0036_C2,1,2018,2018.0,True
PubMed,PV_0039_P,5,2014,,True
PubMed,PV_0039_P,3,2016,,True
PubMed,PV_0039_P,1,2018,2018.0,True
PubMed,PV_0039_C1,5,2014,,True
PubMed,PV_0039_C1,3,2016,,True
PubMed,PV_0039_C1,1,2018,,True
PubMed,PV_0039_C2,5,2014,,True
PubMed,PV_0039_C2,3,2016,,True
PubMed,PV_0039_C2,1,2018,,True
PubMed,PV_0044_P,5,2014,,True
PubMed,PV_0044_P,3,2016,,True
PubMed,PV_0044_P,1,2018,2018.0,True
PubMed,PV_0044_C1,5,2014,2014.0,True
PubMed,PV_0044_C1,3,2016,2016.0,True
PubMed,PV_0044_C1,1,2018,2018.0,True
PubMed,PV_0044_C2,5,2014,,True
PubMed,PV_0044_C2,3,2016,,True
PubMed,PV_0044_C2,1,2018,,True
PubMed,PV_0045_P,5,2014,,True
PubMed,PV_0045_P,3,2016,,True
PubMed,PV_0045_P,1,2018,,True
PubMed,PV_0045_C1,5,2014,,True
PubMed,PV_0045_C1,3,2016,,True
PubMed,PV_0045_C1,1,2018,,True
PubMed,PV_0045_C2,5,2014,,True
PubMed,PV_0045_C2,3,2016,,True
PubMed,PV_0045_C2,1,2018,2018.0,True
PubMed,PV_0049_P,5,2014,,True
PubMed,PV_0049_P,3,2016,,True
PubMed,PV_0049_P,1,2018,2017.0,True
PubMed,PV_0049_C1,5,2014,,True
PubMed,PV_0049_C1,3,2016,,True
PubMed,PV_0049_C1,1,2018,2018.0,True
PubMed,PV_0049_C2,5,2014,,True
PubMed,PV_0049_C2,3,2016,,True
PubMed,PV_0049_C2,1,2018,,True
PubMed,PV_0051_P,5,2014,,True
PubMed,PV_0051_P,3,2016,2016.0,True
PubMed,PV_0051_P,1,2018,2018.0,True
PubMed,PV_0051_C1,5,2014,2014.0,True
PubMed,PV_0051_C1,3,2016,2014.0,True
PubMed,PV_0051_C1,1,2018,2018.0,True
PubMed,PV_0051_C2,5,2014,2014.0,True
PubMed,PV_0051_C2,3,2016,2016.0,True
PubMed,PV_0051_C2,1,2018,2016.0,True
PubMed,PV_0055_P,5,2014,2014.0,True
PubMed,PV_0055_P,3,2016,2016.0,True
PubMed,PV_0055_P,1,2018,2018.0,True
PubMed,PV_0055_C1,5,2014,,True
PubMed,PV_0055_C1,3,2016,,True
PubMed,PV_0055_C1,1,2018,2018.0,True
PubMed,PV_0055_C2,5,2014,,True
PubMed,PV_0055_C2,3,2016,,True
PubMed,PV_0055_C2,1,2018,2018.0,True
PubMed,PV_0058_P,5,2014,,True
PubMed,PV_0058_P,3,2016,,True
PubMed,PV_0058_P,1,2018,2018.0,True
PubMed,PV_0058_C1,5,2014,2014.0,True
PubMed,PV_0058_C1,3,2016,2016.0,True
PubMed,PV_0058_C1,1,2018,2018.0,True
PubMed,PV_0058_C2,5,2014,,True
PubMed,PV_0058_C2,3,2016,,True
PubMed,PV_0058_C2,1,2018,2018.0,True
PubMed,PV_0060_P,5,2014,2014.0,True
PubMed,PV_0060_P,3,2016,2016.0,True
PubMed,PV_0060_P,1,2018,2018.0,True
PubMed,PV_0060_C1,5,2014,,True
PubMed,PV_0060_C1,3,2016,,True
PubMed,PV_0060_C1,1,2018,2018.0,True
PubMed,PV_0060_C2,5,2014,,True
PubMed,PV_0060_C2,3,2016,,True
PubMed,PV_0060_C2,1,2018,2018.0,True
PubMed,PV_0065_P,5,2014,,True
PubMed,PV_0065_P,3,2016,,True
PubMed,PV_0065_P,1,2018,,True
PubMed,PV_0065_C1,5,2014,,True
PubMed,PV_0065_C1,3,2016,,True
PubMed,PV_0065_C1,1,2018,2018.0,True
PubMed,PV_0065_C2,5,2014,,True
PubMed,PV_0065_C2,3,2016,,True
PubMed,PV_0065_C2,1,2018,,True
PubMed,PV_0066_P,5,2014,,True
PubMed,PV_0066_P,3,2016,,True
PubMed,PV_0066_P,1,2018,2018.0,True
PubMed,PV_0066_C1,5,2014,,True
PubMed,PV_0066_C1,3,2016,,True
PubMed,PV_0066_C1,1,2018,,True
PubMed,PV_0066_C2,5,2014,2014.0,True
PubMed,PV_0066_C2,3,2016,2016.0,True
PubMed,PV_0066_C2,1,2018,2018.0,True
PubMed,PV_0071_P,5,2014,,True
PubMed,PV_0071_P,3,2016,,True
PubMed,PV_0071_P,1,2018,2018.0,True
PubMed,PV_0071_C1,5,2014,2014.0,True
PubMed,PV_0071_C1,3,2016,2016.0,True
PubMed,PV_0071_C1,1,2018,2018.0,True
PubMed,PV_0071_C2,5,2014,,True
PubMed,PV_0071_C2,3,2016,,True
PubMed,PV_0071_C2,1,2018,2018.0,True
PubMed,PV_0072_P,5,2014,,True
PubMed,PV_0072_P,3,2016,,True
PubMed,PV_0072_P,1,2018,2018.0,True
PubMed,PV_0072_C1,5,2014,,True
PubMed,PV_0072_C1,3,2016,2016.0,True
PubMed,PV_0072_C1,1,2018,2018.0,True
PubMed,PV_0072_C2,5,2014,,True
PubMed,PV_0072_C2,3,2016,,True
PubMed,PV_0072_C2,1,2018,2018.0,True
PubMed,PV_0076_P,5,2014,2014.0,True
PubMed,PV_0076_P,3,2016,2015.0,True
PubMed,PV_0076_P,1,2018,2018.0,True
PubMed,PV_0076_C1,5,2014,,True
PubMed,PV_0076_C1,3,2016,,True
PubMed,PV_0076_C1,1,2018,,True
PubMed,PV_0076_C2,5,2014,,True
PubMed,PV_0076_C2,3,2016,,True
PubMed,PV_0076_C2,1,2018,2018.0,True
PubMed,PV_0079_P,5,2014,,True
PubMed,PV_0079_P,3,2016,,True
PubMed,PV_0079_P,1,2018,2018.0,True
PubMed,PV_0079_C1,5,2014,,True
PubMed,PV_0079_C1,3,2016,,True
PubMed,PV_0079_C1,1,2018,2018.0,True
PubMed,PV_0079_C2,5,2014,,True
PubMed,PV_0079_C2,3,2016,,True
PubMed,PV_0079_C2,1,2018,,True
PubMed,PV_0082_P,5,2014,,True
PubMed,PV_0082_P,3,2016,,True
PubMed,PV_0082_P,1,2018,2018.0,True
PubMed,PV_0082_C1,5,2014,2014.0,True
PubMed,PV_0082_C1,3,2016,2016.0,True
PubMed,PV_0082_C1,1,2018,2018.0,True
PubMed,PV_0082_C2,5,2014,2014.0,True
PubMed,PV_0082_C2,3,2016,2016.0,True
PubMed,PV_0082_C2,1,2018,2018.0,True
PubMed,PV_0086_P,5,2014,,True
PubMed,PV_0086_P,3,2016,,True
PubMed,PV_0086_P,1,2018,2018.0,True
PubMed,PV_0086_C1,5,2014,,True
PubMed,PV_0086_C1,3,2016,,True
PubMed,PV_0086_C1,1,2018,,True
PubMed,PV_0086_C2,5,2014,2014.0,True
PubMed,PV_0086_C2,3,2016,2016.0,True
PubMed,PV_0086_C2,1,2018,2018.0,True
PubMed,PV_0087_P,5,2014,,True
PubMed,PV_0087_P,3,2016,,True
PubMed,PV_0087_P,1,2018,2018.0,True
PubMed,PV_0087_C1,5,2014,,True
PubMed,PV_0087_C1,3,2016,,True
PubMed,PV_0087_C1,1,2018,2018.0,True
PubMed,PV_0087_C2,5,2014,,True
PubMed,PV_0087_C2,3,2016,,True
PubMed,PV_0087_C2,1,2018,2018.0,True
PubMed,PV_0092_P,5,2014,,True
PubMed,PV_0092_P,3,2016,2016.0,True
PubMed,PV_0092_P,1,2018,2018.0,True
PubMed,PV_0092_C1,5,2014,,True
PubMed,PV_0092_C1,3,2016,,True
PubMed,PV_0092_C1,1,2018,,True
PubMed,PV_0092_C2,5,2014,,True
PubMed,PV_0092_C2,3,2016,,True
PubMed,PV_0092_C2,1,2018,,True
PubMed,PV_0094_P,5,2014,,True
PubMed,PV_0094_P,3,2016,,True
PubMed,PV_0094_P,1,2018,2018.0,True
PubMed,PV_0094_C1,5,2014,,True
PubMed,PV_0094_C1,3,2016,2016.0,True
PubMed,PV_0094_C1,1,2018,2018.0,True
PubMed,PV_0094_C2,5,2014,,True
PubMed,PV_0094_C2,3,2016,,True
PubMed,PV_0094_C2,1,2018,2018.0,True
PubMed,PV_0097_P,5,2014,,True
PubMed,PV_0097_P,3,2016,,True
PubMed,PV_0097_P,1,2018,2018.0,True
PubMed,PV_0097_C1,5,2014,,True
PubMed,PV_0097_C1,3,2016,,True
PubMed,PV_0097_C1,1,2018,2018.0,True
PubMed,PV_0097_C2,5,2014,,True
PubMed,PV_0097_C2,3,2016,,True
PubMed,PV_0097_C2,1,2018,2018.0,True
PubMed,PV_0100_P,5,2014,,True
PubMed,PV_0100_P,3,2016,2016.0,True
PubMed,PV_0100_P,1,2018,2018.0,True
PubMed,PV_0100_C1,5,2014,,True
PubMed,PV_0100_C1,3,2016,,True
PubMed,PV_0100_C1,1,2018,2018.0,True
PubMed,PV_0100_C2,5,2014,,True
PubMed,PV_0100_C2,3,2016,,True
PubMed,PV_0100_C2,1,2018,2018.0,True
PubMed,PV_0103_P,5,2014,,True
PubMed,PV_0103_P,3,2016,,True
PubMed,PV_0103_P,1,2018,2018.0,True
PubMed,PV_0103_C1,5,2014,,True
PubMed,PV_0103_C1,3,2016,,True
PubMed,PV_0103_C1,1,2018,,True
PubMed,PV_0103_C2,5,2014,,True
PubMed,PV_0103_C2,3,2016,2016.0,True
PubMed,PV_0103_C2,1,2018,2018.0,True
PubMed,PV_0107_P,5,2014,,True
PubMed,PV_0107_P,3,2016,,True
PubMed,PV_0107_P,1,2018,,True
PubMed,PV_0107_C2,5,2014,,True
PubMed,PV_0107_C2,3,2016,,True
PubMed,PV_0107_C2,1,2018,2018.0,True
PubMed,PV_0109_P,5,2014,2014.0,True
PubMed,PV_0109_P,3,2016,2016.0,True
PubMed,PV_0109_P,1,2018,2018.0,True
PubMed,PV_0109_C1,5,2014,,True
PubMed,PV_0109_C1,3,2016,,True
PubMed,PV_0109_C1,1,2018,2018.0,True
PubMed,PV_0109_C2,5,2014,2014.0,True
PubMed,PV_0109_C2,3,2016,2016.0,True
PubMed,PV_0109_C2,1,2018,2018.0,True
PubMed,PV_0113_P,5,2014,2014.0,True
PubMed,PV_0113_P,3,2016,2016.0,True
PubMed,PV_0113_P,1,2018,2018.0,True
PubMed,PV_0113_C1,5,2014,,True
PubMed,PV_0113_C1,3,2016,,True
PubMed,PV_0113_C1,1,2018,2018.0,True
PubMed,PV_0113_C2,5,2014,,True
PubMed,PV_0113_C2,3,2016,,True
PubMed,PV_0113_C2,1,2018,2018.0,True
PubMed,PV_0115_P,5,2014,,True
PubMed,PV_0115_P,3,2016,2016.0,True
PubMed,PV_0115_P,1,2018,2018.0,True
PubMed,PV_0115_C1,5,2014,,True
PubMed,PV_0115_C1,3,2016,,True
PubMed,PV_0115_C1,1,2018,2018.0,True
PubMed,PV_0115_C2,5,2014,,True
PubMed,PV_0115_C2,3,2016,,True
