source,cohort,region_id,match_case_id,label,target,domain,book_realm,landmark_year,post_docs,post_growth,topic_diffusion,normalization_index,post_adoption,transformation
OpenAlex,power_validation,PV_0076_P,PV_0076,Chemotherapy-related skin toxicity,1,Health Sciences,Life,2019,300,0.5,0.4759378603755683,0.38540550173245053,0.01226605144404161,0.3434023533880151
OpenAlex,power_validation,PV_0076_C1,PV_0076,Neurosurgical Procedures and Complications,0,Health Sciences,Life,2019,300,0.5,0.49808026316499693,0.71775105695774,0.07658308511904106,0.44810360131044447
OpenAlex,power_validation,PV_0076_C2,PV_0076,Lysosomal Storage Disorders Research,0,Health Sciences,Life,2019,300,0.5,0.5046388707397444,0.6302602229177513,0.1150220187324849,0.4374802780974952
OpenAlex,power_validation,PV_0077_P,PV_0077,"Health, Education, and Aging",1,Social Sciences,Cultures,2019,300,0.5,0.49575199829479527,0.5,0.002333329098774654,0.3745213318483925
OpenAlex,power_validation,PV_0077_C1,PV_0077,Data Analysis and Archiving,0,Social Sciences,Cultures,2019,300,0.5,0.4983376706740883,0.574442516811659,0.05527692962045672,0.407014279276551
OpenAlex,power_validation,PV_0077_C2,PV_0077,Semiotics and Representation Studies,0,Social Sciences,Cultures,2019,300,0.5,0.5099562119593224,0.4501660026875221,0.005199953131173599,0.3663305419445045
OpenAlex,power_validation,PV_0078_P,PV_0078,Data Stream Mining Techniques,1,Physical Sciences,Nature,2019,300,0.5,0.5024600716535891,0.6302602229177513,0.563672707399869,0.5490982504928023
OpenAlex,power_validation,PV_0078_C1,PV_0078,Oil Palm Production and Sustainability,0,Physical Sciences,Nature,2019,300,0.5,0.5027352656873583,0.4833395034305885,0.06384636696855538,0.38748028402162554
OpenAlex,power_validation,PV_0078_C2,PV_0078,Laser-Ablation Synthesis of Nanoparticles,0,Physical Sciences,Nature,2019,300,0.5,0.508359141308097,0.6607563687658172,0.2879535373283643,0.4892672618505697
OpenAlex,power_validation,PV_0079_P,PV_0079,CRISPR and Genetic Engineering,1,Life Sciences,Life,2019,300,0.5,0.5059453540721672,0.6379936706609838,0.2689516037922151,0.47822265713134154
OpenAlex,power_validation,PV_0079_C1,PV_0079,Neuroscience and Neural Engineering,0,Life Sciences,Life,2019,300,0.5,0.4949536689338591,0.5580701058739533,0.20038471725014237,0.4383521230144887
OpenAlex,power_validation,PV_0079_C2,PV_0079,Metabolism and Genetic Disorders,0,Life Sciences,Life,2019,300,0.5,0.5005264918250409,0.5498339973124778,0.07592029469082595,0.4065701959570862
OpenAlex,power_validation,PV_0080_P,PV_0080,Media Discourse and Social  Analysis,1,Social Sciences,Cultures,2019,300,0.5,0.5009106340381541,0.48333950343058857,0.005266617971997062,0.37237918886018495
OpenAlex,power_validation,PV_0080_C1,PV_0080,"Utopian, Dystopian, and Speculative Fiction",0,Social Sciences,Cultures,2019,300,0.5,0.5056394583946552,0.598687660112452,0.007533190828222582,0.4029650773338324
OpenAlex,power_validation,PV_0080_C2,PV_0080,"Science, Technology, and Education in Latin America",0,Social Sciences,Cultures,2019,300,0.5,0.5159391403801012,0.52497918747894,0.011932766912363089,0.38821277369285107
OpenAlex,power_validation,PV_0081_P,PV_0081,Advanced Battery Technologies Research,1,Physical Sciences,Nature,2019,300,0.5,0.4990052734018615,0.5415704832167999,0.29393380894424675,0.45862739139072706
OpenAlex,power_validation,PV_0081_C1,PV_0081,Ferroelectric and Negative Capacitance Devices,0,Physical Sciences,Nature,2019,300,0.5,0.5099426060120007,0.7109495026250039,0.08108823564825428,0.4504950860713147
OpenAlex,power_validation,PV_0081_C2,PV_0081,Cloud Computing and Resource Management,0,Physical Sciences,Nature,2019,300,0.5,0.5027539467459836,0.52497918747894,0.0683598835123918,0.39902325443432884
OpenAlex,power_validation,PV_0082_P,PV_0082,Women's cancer prevention and management,1,Health Sciences,Life,2019,300,0.5,0.5081955999806467,0.4419298941260467,0.0194642080676872,0.36739742554359517
OpenAlex,power_validation,PV_0082_C1,PV_0082,Pericarditis and Cardiac Tamponade,0,Health Sciences,Life,2019,300,0.5,0.5093163457603656,0.7625419716560975,0.07485969068749909,0.4616795020259905
OpenAlex,power_validation,PV_0082_C2,PV_0082,Healthcare Operations and Scheduling Optimization,0,Health Sciences,Life,2019,300,0.5,0.5062286010163957,0.6681877721681662,0.06504138320772312,0.43486443909807126
OpenAlex,power_validation,PV_0083_P,PV_0083,Critical Race Theory in Education,1,Social Sciences,Cultures,2019,300,0.5,0.49533261971343157,0.4337256058045608,0.07187584144881774,0.3752335167417025
OpenAlex,power_validation,PV_0083_C1,PV_0083,Inclusion and Disability in Education and Sport,0,Social Sciences,Cultures,2019,300,0.5,0.5102573810437268,0.5,0.06258476233557024,0.39321053584482424
OpenAlex,power_validation,PV_0083_C2,PV_0083,Mentoring and Academic Development,0,Social Sciences,Cultures,2019,300,0.5,0.5062632957247685,0.4584295167832001,0.06935514207120601,0.3835119886447936
OpenAlex,power_validation,PV_0084_P,PV_0084,Tailings Management and Properties,1,Physical Sciences,Nature,2019,300,0.5,0.502847258983723,0.5906532827008858,0.11311384156924588,0.4266535958134637
OpenAlex,power_validation,PV_0084_C1,PV_0084,Advanced Mathematical Theories,0,Physical Sciences,Nature,2019,300,0.5,0.5106951155679194,0.6456563062257954,0.007399864928291943,0.4159378216805017
OpenAlex,power_validation,PV_0084_C2,PV_0084,Earthquake and Tsunami Effects,0,Physical Sciences,Nature,2019,300,0.5,0.5170386023203958,0.5906532827008859,0.03851427299424864,0.41155153950388257
OpenAlex,power_validation,PV_0085_P,PV_0085,"Gender, Sexuality, and Education",1,Social Sciences,Cultures,2019,300,0.5,0.5050739600025108,0.52497918747894,0.011332848123694408,0.3853464989012863
OpenAlex,power_validation,PV_0085_C1,PV_0085,Posttraumatic Stress Disorder Research,0,Social Sciences,Cultures,2019,300,0.5,0.5099782008599831,0.6145944982675495,0.3767500547417924,0.5003306884673313
OpenAlex,power_validation,PV_0085_C2,PV_0085,Socioeconomic Development in Asia,0,Social Sciences,Cultures,2019,300,0.5,0.5066102962205267,0.5166604965694115,0.030523848286521035,0.3884486602691148
OpenAlex,power_validation,PV_0086_P,PV_0086,Aquatic life and conservation,1,Life Sciences,Life,2019,300,0.5,0.5024736758061059,0.6681877721681662,0.04703194229358135,0.4294233475669634
OpenAlex,power_validation,PV_0086_C1,PV_0086,Agricultural and Biological Research,0,Life Sciences,Life,2019,300,0.5,0.5021402642989521,0.598687660112452,0.015598734651173975,0.4041066647656445
OpenAlex,power_validation,PV_0086_C2,PV_0086,Irrigation Practices and Water Management,0,Life Sciences,Life,2019,300,0.5,0.5096480655703715,0.5906532827008859,0.11535092942138146,0.4289130694231597
OpenAlex,power_validation,PV_0087_P,PV_0087,Viral Infections and Outbreaks Research,1,Health Sciences,Life,2019,300,0.5,0.5096064378388555,0.425557483188341,0.37652121591753895,0.45292128423618394
OpenAlex,power_validation,PV_0087_C1,PV_0087,Metastasis and carcinoma case studies,0,Health Sciences,Life,2019,300,0.5,0.503854826345805,0.3697397770822487,0.031922483216897835,0.35137927166123795
OpenAlex,power_validation,PV_0087_C2,PV_0087,Retinal and Macular Surgery,0,Health Sciences,Life,2019,300,0.5,0.501878686628505,0.6607563687658172,0.09431880967865929,0.4392384662682454
OpenAlex,power_validation,PV_0088_P,PV_0088,Recycling and Waste Management Techniques,1,Physical Sciences,Nature,2019,300,0.5,0.49686873765659045,0.6224593312018546,0.3543415388711299,0.49341740193239375
OpenAlex,power_validation,PV_0088_C1,PV_0088,Copper-based nanomaterials and applications,0,Physical Sciences,Nature,2019,300,0.5,0.5098622915697515,0.5083325618141193,0.3463879294738666,0.46614569571443437
OpenAlex,power_validation,PV_0088_C2,PV_0088,Flexible and Reconfigurable Manufacturing Systems,0,Physical Sciences,Nature,2019,300,0.5,0.5002324273820027,0.6145944982675495,0.07638425507007368,0.4228027951799065
OpenAlex,power_validation,PV_0089_P,PV_0089,Corporate Social Responsibility Reporting,1,Social Sciences,Cultures,2019,300,0.5,0.49908643060153357,0.4419298941260467,0.22191239818087694,0.41573218072711426
OpenAlex,power_validation,PV_0089_C1,PV_0089,German Social Sciences and History,0,Social Sciences,Cultures,2019,300,0.5,0.5070094575859077,0.47502081252106,0.010399625061554662,0.37310747379213055
OpenAlex,power_validation,PV_0089_C2,PV_0089,Ethics in Business and Education,0,Social Sciences,Cultures,2019,300,0.5,0.5072655663628022,0.46671596174886876,0.09577222672361581,0.3924384387088217
OpenAlex,power_validation,PV_0090_P,PV_0090,Electrocatalysts for Energy Conversion,1,Physical Sciences,Nature,2019,300,0.5,0.5073773742730887,0.5662743941954391,0.39389329877957624,0.491886266812026
OpenAlex,power_validation,PV_0090_C1,PV_0090,Bone Tissue Engineering Materials,0,Physical Sciences,Nature,2019,300,0.5,0.5006222747847349,0.6379936706609838,0.2598367540018585,0.4746131748618943
OpenAlex,power_validation,PV_0090_C2,PV_0090,Planetary Science and Exploration,0,Physical Sciences,Nature,2019,300,0.5,0.5157373519009242,0.6456563062257954,0.09141077516881174,0.4382011083238828
OpenAlex,power_validation,PV_0091_P,PV_0091,Impact of Education Environments,1,Social Sciences,Cultures,2019,300,0.5,0.5106295793909882,0.5580701058739532,0.015065526703411812,0.39594130299208835
OpenAlex,power_validation,PV_0091_C1,PV_0091,Philosophy and Literary Analysis,0,Social Sciences,Cultures,2019,300,0.5,0.5122750142498904,0.4337256058045608,0.005133288244129582,0.3627834770746452
OpenAlex,power_validation,PV_0091_C2,PV_0091,Philosophy and Phenomenology Studies,0,Social Sciences,Cultures,2019,300,0.5,0.5295003353610235,0.5166604965694115,0.001599998634668065,0.38694020764127574
OpenAlex,power_validation,PV_0092_P,PV_0092,Palliative and Oncologic Care,1,Health Sciences,Life,2019,300,0.5,0.4964085469212675,0.4584295167832001,0.027459761636493645,0.3705744563352403
OpenAlex,power_validation,PV_0092_C1,PV_0092,Anorectal Disease Treatments and Outcomes,0,Health Sciences,Life,2019,300,0.5,0.5133946370065614,0.7744014530142785,0.0513547822035094,0.4597877180560873
OpenAlex,power_validation,PV_0092_C2,PV_0092,Abdominal Surgery and Complications,0,Health Sciences,Life,2019,300,0.5,0.5007758612835955,0.668187772168166,0.060193808242639396,0.4322893604236002
OpenAlex,power_validation,PV_0093_P,PV_0093,Advanced Image Processing Techniques,1,Physical Sciences,Nature,2019,300,0.5,0.5081449557936373,0.5906532827008858,0.21874088097215072,0.4543847798666685
OpenAlex,power_validation,PV_0093_C1,PV_0093,User Authentication and Security Systems,0,Physical Sciences,Nature,2019,300,0.5,0.5085228042295946,0.6379936706609838,0.1574134712795942,0.4509824865425432
OpenAlex,power_validation,PV_0093_C2,PV_0093,High-Temperature Coating Behaviors,0,Physical Sciences,Nature,2019,300,0.5,0.4730760617775115,0.45842951678320015,0.2586552182680338,0.42254019920718633
OpenAlex,power_validation,PV_0094_P,PV_0094,Biomarkers in Disease Mechanisms,1,Life Sciences,Life,2019,300,0.5,0.5071013553431327,0.6066693561082115,0.09603644068434736,0.4274517880339229
OpenAlex,power_validation,PV_0094_C1,PV_0094,14-3-3 protein interactions,0,Life Sciences,Life,2019,300,0.5,0.495412259121965,0.52497918747894,0.06271757231286891,0.3957772547284435
OpenAlex,power_validation,PV_0094_C2,PV_0094,Genetics and Physical Performance,0,Life Sciences,Life,2019,300,0.5,0.5039004029684351,0.6379936706609838,0.06504138320772312,0.4267338642092855
OpenAlex,power_validation,PV_0095_P,PV_0095,Diverse Cultural and Social Studies,1,Social Sciences,Cultures,2019,300,0.5,0.4969664949051826,0.4667159617488687,0.01233270802570079,0.36900379116993803
OpenAlex,power_validation,PV_0095_C1,PV_0095,Tattoo and Body Piercing Complications,0,Social Sciences,Cultures,2019,300,0.5,0.5061809367345929,0.5,0.04117670430775476,0.3868394102605869
OpenAlex,power_validation,PV_0095_C2,PV_0095,"Globalization, Historical Perspectives, and International Relations",0,Social Sciences,Cultures,2019,300,0.5,0.5000190275744991,0.48333950343058857,0.00486662824559856,0.3720562898126715
OpenAlex,power_validation,PV_0096_P,PV_0096,Multimedia Learning Systems,1,Physical Sciences,Nature,2019,300,0.5,0.5009561384671446,0.5662743941954392,0.020130613417995085,0.3968402865201447
OpenAlex,power_validation,PV_0096_C1,PV_0096,History and advancements in chemistry,0,Physical Sciences,Nature,2019,300,0.5,0.49888792107620605,0.5415704832167999,0.00926640142945616,0.3874312014306155
OpenAlex,power_validation,PV_0096_C2,PV_0096,Synthesis and biological activity,0,Physical Sciences,Nature,2019,300,0.5,0.5030154096656836,0.6379936706609838,0.15728343908464756,0.44957312985282877
OpenAlex,power_validation,PV_0097_P,PV_0097,Brain Metastases and Treatment,1,Health Sciences,Life,2019,300,0.5,0.5007586966736344,0.7177510569577399,0.12454990413808087,0.4607649144423638
OpenAlex,power_validation,PV_0097_C1,PV_0097,Vasculitis and related conditions,0,Health Sciences,Life,2019,300,0.5,0.5031964139834313,0.6755363229894542,0.05667254295082079,0.4338513199809266
OpenAlex,power_validation,PV_0097_C2,PV_0097,Neurological and metabolic disorders,0,Health Sciences,Life,2019,300,0.5,0.5041474476851822,0.574442516811659,0.04137636355663513,0.40499158201336904
OpenAlex,power_validation,PV_0098_P,PV_0098,European and Russian Geopolitical Military Strategies,1,Social Sciences,Cultures,2019,300,0.5,0.5083873981413118,0.6066693561082115,0.022995945191328686,0.409513174860213
OpenAlex,power_validation,PV_0098_C1,PV_0098,"Memory, violence, and history",0,Social Sciences,Cultures,2019,300,0.5,0.5091401181573907,0.5,0.005266617971997062,0.37860168403234695
OpenAlex,power_validation,PV_0098_C2,PV_0098,Interdisciplinary Research and Collaboration,0,Social Sciences,Cultures,2019,300,0.5,0.509971003521765,0.5906532827008859,0.04669934109280504,0.411830906828864
OpenAlex,power_validation,PV_0099_P,PV_0099,Supercapacitor Materials and Fabrication,1,Physical Sciences,Nature,2019,300,0.5,0.5048037608265229,0.5332840382511312,0.3567293619063428,0.47370429024599925
OpenAlex,power_validation,PV_0099_C1,PV_0099,Quantum and electron transport phenomena,0,Physical Sciences,Nature,2019,300,0.5,0.5030654397267802,0.7502601055951177,0.13856939403803412,0.472973734839983
OpenAlex,power_validation,PV_0099_C2,PV_0099,Heavy metals in environment,0,Physical Sciences,Nature,2019,300,0.5,0.5031917253451976,0.5332840382511312,0.24008722095880763,0.4441407461387841
OpenAlex,power_validation,PV_0100_P,PV_0100,Ginger and Zingiberaceae research,1,Life Sciences,Life,2019,300,0.5,0.4987678984519871,0.6456563062257954,0.10764794049926092,0.4380180362942609
OpenAlex,power_validation,PV_0100_C1,PV_0100,Redox biology and oxidative stress,0,Life Sciences,Life,2019,300,0.5,0.5043568733814559,0.5580701058739533,0.1787263161966791,0.4352883238630221
OpenAlex,power_validation,PV_0100_C2,PV_0100,Calcium signaling and nucleotide metabolism,0,Life Sciences,Life,2019,300,0.5,0.4994985113829712,0.6456563062257954,0.3537584398308205,0.4997283143598968
OpenAlex,power_validation,PV_0101_P,PV_0101,Arctic and Russian Policy Studies,1,Social Sciences,Cultures,2019,300,0.5,0.5038764272098195,0.5906532827008859,0.02546116261620449,0.40499771813172747
OpenAlex,power_validation,PV_0101_C1,PV_0101,Educational Games and Gamification,0,Social Sciences,Cultures,2019,300,0.5,0.5100014366135659,0.5906532827008859,0.15786854095020902,0.4396308150661652
OpenAlex,power_validation,PV_0101_C2,PV_0101,Religious Tourism and Spaces,0,Social Sciences,Cultures,2019,300,0.5,0.5042009271612594,0.5662743941954392,0.019330924903296288,0.3974515615649987
OpenAlex,power_validation,PV_0102_P,PV_0102,Mechanical Systems and Engineering,1,Physical Sciences,Nature,2019,300,0.5,0.4992903949964651,0.6899744811276124,0.012865956683361051,0.4255327082018596
OpenAlex,power_validation,PV_0102_C1,PV_0102,Fecal contamination and water quality,0,Physical Sciences,Nature,2019,300,0.5,0.5026395477182792,0.6899744811276125,0.09240232826983953,0.44625408927893284
OpenAlex,power_validation,PV_0102_C2,PV_0102,Block Copolymer Self-Assembly,0,Physical Sciences,Nature,2019,300,0.5,0.49639387582494154,0.6681877721681662,0.13935394571721124,0.45098389842757974
OpenAlex,power_validation,PV_0103_P,PV_0103,Sepsis Diagnosis and Treatment,1,Health Sciences,Life,2019,300,0.5,0.5012719427848027,0.6681877721681662,0.15578767791689727,0.4563118482174665
OpenAlex,power_validation,PV_0103_C1,PV_0103,Health and Medical Education,0,Health Sciences,Life,2019,300,0.5,0.5063497810212829,0.5083325618141193,0.010332965558917924,0.3812538270985801
OpenAlex,power_validation,PV_0103_C2,PV_0103,Child Nutrition and Feeding Issues,0,Health Sciences,Life,2019,300,0.5,0.4980043962127199,0.6379936706609838,0.09293108179393178,0.43223228716690887
OpenAlex,power_validation,PV_0104_P,PV_0104,Resilience and Mental Health,1,Social Sciences,Cultures,2019,300,0.5,0.5029848864089554,0.6532449007182834,0.0878396967770398,0.4360173709760697
OpenAlex,power_validation,PV_0104_C1,PV_0104,Linguistics and Cultural Studies,0,Social Sciences,Cultures,2019,300,0.5,0.4996181482195673,0.5332840382511312,0.004199975304174253,0.38427554044371814
OpenAlex,power_validation,PV_0104_C2,PV_0104,Diverse Cultural and Historical Studies,0,Social Sciences,Cultures,2019,300,0.5,0.49915320200674596,0.4916674381858807,0.0016666651234585048,0.3731218263290213
OpenAlex,power_validation,PV_0105_P,PV_0105,Land Use and Ecosystem Services,1,Physical Sciences,Nature,2019,300,0.5,0.4978883143588126,0.47502081252106004,0.24842482897420526,0.4303334889635195
OpenAlex,power_validation,PV_0105_C1,PV_0105,Quantum Mechanics and Applications,0,Physical Sciences,Nature,2019,300,0.5,0.5269338257592384,0.8125502070042587,0.05268450728032843,0.4730421350109564
OpenAlex,power_validation,PV_0105_C2,PV_0105,Gold and Silver Nanoparticles Synthesis and Applications,0,Physical Sciences,Nature,2019,300,0.5,0.49903663138631366,0.5498339973124778,0.2221025407168512,0.44274329235391074
OpenAlex,power_validation,PV_0106_P,PV_0106,Education Pedagogy and Practices,1,Social Sciences,Cultures,2019,300,0.5,0.5091551610028532,0.52497918747894,0.0094663838829271,0.38590018309118007
OpenAlex,power_validation,PV_0106_C1,PV_0106,Ancient Mediterranean Archaeology and History,0,Social Sciences,Cultures,2019,300,0.5,0.50606266559897,0.5083325618141193,0.008066491702233064,0.38061542977883056
OpenAlex,power_validation,PV_0106_C2,PV_0106,Child and Adolescent Psychosocial and Emotional Development,0,Social Sciences,Cultures,2019,300,0.5,0.5003870958360177,0.5662743941954392,0.162675140939683,0.432334157742785
OpenAlex,power_validation,PV_0107_P,PV_0107,"Cancer, Lipids, and Metabolism",1,Life Sciences,Life,2019,300,0.5,0.49324084666939755,0.5825702064623146,0.11969015338904049,0.42387530163018816
OpenAlex,power_validation,PV_0107_C1,PV_0107,Molecular Biology Techniques and Applications,0,Life Sciences,Life,2019,300,0.5,0.49924811094733185,0.5332840382511312,0.07737834425152644,0.40247762336249737
OpenAlex,power_validation,PV_0107_C2,PV_0107,Lipid Membrane Structure and Behavior,0,Life Sciences,Life,2019,300,0.5,0.5003875944859423,0.6379936706609838,0.24711077366508089,0.4713730097030017
OpenAlex,power_validation,PV_0108_P,PV_0108,Physical Unclonable Functions (PUFs) and Hardware Security,1,Physical Sciences,Nature,2019,300,0.5,0.5071971795002745,0.6532449007182834,0.10276922369494068,0.44080282597837467
OpenAlex,power_validation,PV_0108_C1,PV_0108,Mechatronics Education and Applications,0,Physical Sciences,Nature,2019,300,0.5,0.49582025581110983,0.6899744811276125,0.03618419564154704,0.4304947331450673
OpenAlex,power_validation,PV_0108_C2,PV_0108,Heat and Mass Transfer in Porous Media,0,Physical Sciences,Nature,2019,300,0.5,0.5074088598816566,0.549833997312478,0.14934132406910217,0.4266460453158092
OpenAlex,power_validation,PV_0109_P,PV_0109,Mathematical and Theoretical Epidemiology and Ecology Models,1,Health Sciences,Life,2019,300,0.5,0.5006372477453629,0.6456563062257954,0.11863863365584985,0.441233046906752
OpenAlex,power_validation,PV_0109_C1,PV_0109,Hernia repair and management,0,Health Sciences,Life,2019,300,0.5,0.505526198737678,0.7858349830425586,0.07823976384758884,0.4674002364069564
OpenAlex,power_validation,PV_0109_C2,PV_0109,Viral-associated cancers and disorders,0,Health Sciences,Life,2019,300,0.5,0.5035469177753051,0.6456563062257955,0.09867782997643838,0.4369702634943848
OpenAlex,power_validation,PV_0110_P,PV_0110,Suicide and Self-Harm Studies,1,Social Sciences,Cultures,2019,300,0.5,0.5060248227647246,0.5083325618141193,0.13261428319994392,0.41174291694469695
OpenAlex,power_validation,PV_0110_C1,PV_0110,Military History and Strategy,0,Social Sciences,Cultures,2019,300,0.5,0.5118346729836607,0.5332840382511312,0.009866346502146356,0.3887462644342346
OpenAlex,power_validation,PV_0110_C2,PV_0110,Visual Culture and Art Theory,0,Social Sciences,Cultures,2019,300,0.5,0.5071982160887332,0.4667159617488687,0.011466164130331502,0.37134508549198336
OpenAlex,power_validation,PV_0111_P,PV_0111,Rock Mechanics and Modeling,1,Physical Sciences,Nature,2019,300,0.5,0.4917084382750565,0.6456563062257955,0.1986563729787865,0.4590052793699096
OpenAlex,power_validation,PV_0111_C1,PV_0111,Non-Invasive Vital Sign Monitoring,0,Physical Sciences,Nature,2019,300,0.5,0.5106630287109362,0.5580701058739533,0.12225210344628021,0.4227463095077924
OpenAlex,power_validation,PV_0111_C2,PV_0111,Space exploration and regulation,0,Physical Sciences,Nature,2019,300,0.5,0.5170989372205368,0.6302602229177513,0.04616715766371353,0.4233815794505004
OpenAlex,power_validation,PV_0112_P,PV_0112,Social Sciences and Humanities,1,Social Sciences,Cultures,2019,300,0.5,0.5085686892458454,0.5415704832167999,0.011599479729336363,0.3904346630479954
OpenAlex,power_validation,PV_0112_C1,PV_0112,Appreciative Inquiry and Organizational Change,0,Social Sciences,Cultures,2019,300,0.5,0.5102922178445873,0.5662743941954392,0.0025333279138904556,0.3947749849884793
OpenAlex,power_validation,PV_0112_C2,PV_0112,Economic Development and Regional Competitiveness,0,Social Sciences,Cultures,2019,299,0.4991680532445924,0.4998764991324564,0.5424007078010767,0.013912145818936421,0.3888393514992655
OpenAlex,power_validation,PV_0113_P,PV_0113,Food Security and Health in Diverse Populations,1,Health Sciences,Life,2019,300,0.5,0.5071311684157298,0.6145944982675495,0.15656816463774978,0.44457345783025726
OpenAlex,power_validation,PV_0113_C1,PV_0113,Tissue Engineering and Regenerative Medicine,0,Health Sciences,Life,2019,300,0.5,0.5141273096934944,0.8175744761936437,0.25192449799379085,0.5209065709702322
OpenAlex,power_validation,PV_0113_C2,PV_0113,Gallbladder and Bile Duct Disorders,0,Health Sciences,Life,2019,300,0.5,0.5080972587348959,0.574442516811659,0.06743085270970876,0.41249265706406596
OpenAlex,power_validation,PV_0114_P,PV_0114,Tensor decomposition and applications,1,Physical Sciences,Nature,2019,300,0.5,0.5042459036808257,0.7564535292304042,0.08135314316654998,0.460513144019445
OpenAlex,power_validation,PV_0114_C1,PV_0114,Information Architecture and Usability,0,Physical Sciences,Nature,2019,300,0.5,0.5033055843646035,0.5,0.003666650234656269,0.37674305864981494
OpenAlex,power_validation,PV_0114_C2,PV_0114,Systems Engineering Methodologies and Applications,0,Physical Sciences,Nature,2019,300,0.5,0.5231295673595585,0.6456563062257954,0.04756408249316227,0.429087489019629
OpenAlex,power_validation,PV_0115_P,PV_0115,Phytochemistry and Bioactivity Studies,1,Life Sciences,Life,2019,300,0.5,0.5105092605557211,0.6145944982675495,0.15149154791370392,0.44414882668424366
OpenAlex,power_validation,PV_0115_C1,PV_0115,Agricultural safety and regulations,0,Life Sciences,Life,2019,300,0.5,0.4988861847355028,0.6607563687658171,0.052352093340720975,0.4279986617105102
OpenAlex,power_validation,PV_0115_C2,PV_0115,Pasture and Agricultural Systems,0,Life Sciences,Life,2019,300,0.5,0.5142452168288266,0.6224593312018545,0.04357239370586102,0.42006923543413555
OpenAlex,power_validation,PV_0116_P,PV_0116,"Education, Literature, Philosophy Research",1,Social Sciences,Cultures,2019,300,0.5,0.490989434006374,0.5580701058739533,0.006466576527631221,0.38888152910198964
OpenAlex,power_validation,PV_0116_C1,PV_0116,Forensic Fingerprint Detection Methods,0,Social Sciences,Cultures,2019,300,0.5,0.5109567257153635,0.598687660112452,0.06849259255885222,0.41953424459666694
OpenAlex,power_validation,PV_0116_C2,PV_0116,"Decadence, Literature, and Society",0,Social Sciences,Cultures,2019,300,0.5,0.49755248854881573,0.5083325618141193,0.008199816215609728,0.3785212166446362
OpenAlex,power_validation,PV_0117_P,PV_0117,Freshwater macroinvertebrate diversity and ecology,1,Physical Sciences,Nature,2019,300,0.5,0.5065178703520935,0.4419298941260467,0.047896656427338896,0.3740861052263698
OpenAlex,power_validation,PV_0117_C1,PV_0117,Assembly Line Balancing Optimization,0,Physical Sciences,Nature,2019,300,0.5,0.5132547572028445,0.5744425168116589,0.10685714302906414,0.4236386042608919
OpenAlex,power_validation,PV_0117_C2,PV_0117,Calcium Carbonate Crystallization and Inhibition,0,Physical Sciences,Nature,2019,300,0.5,0.506314245457863,0.5662743941954391,0.1369343537359937,0.427380748347324
OpenAlex,power_validation,PV_0118_P,PV_0118,Humanities and Social Sciences,1,Social Sciences,Cultures,2019,300,0.5,0.5078672417401741,0.6532449007182834,0.008533126213242684,0.41741131716792507
OpenAlex,power_validation,PV_0118_C1,PV_0118,Global Urban Networks and Dynamics,0,Social Sciences,Cultures,2019,300,0.5,0.49892178962974626,0.5662743941954391,0.016865067413886006,0.3955153128097678
OpenAlex,power_validation,PV_0118_C2,PV_0118,Franchising Strategies and Performance,0,Social Sciences,Cultures,2019,300,0.5,0.5091890146990738,0.6066693561082114,0.021530005726614527,0.4093470941334749
OpenAlex,power_validation,PV_0119_P,PV_0119,Infectious Encephalopathies and Encephalitis,1,Health Sciences,Life,2019,300,0.5,0.50168477202329,0.6532449007182834,0.40392751069209876,0.5147142958584181
OpenAlex,power_validation,PV_0119_C1,PV_0119,Otolaryngology and Infectious Diseases,0,Health Sciences,Life,2019,300,0.5,0.5089995476333466,0.7564535292304042,0.06517415133800937,0.45765680705044004
OpenAlex,power_validation,PV_0119_C2,PV_0119,Foreign Body Medical Cases,0,Health Sciences,Life,2019,300,0.5,0.5057793098185688,0.6456563062257955,0.02566103194159813,0.4192741619964906
